,Siruta,Localitate,Votanti_LP,Barbati_25-34,Barbati_35-44,Barbati_45-64,Barbati_65_,Femei_18-24,Femei_35-44,Femei_45-64,Femei_65_,0
596,40492,Oras Zarnesti,626000,3994.8,3994.8,13316.0,13316.0,53264,2663.2,3994.8,13316.0,Femei_35-44
597,40526,Apata,627000,532.5,532.5,1775.0,1775.0,7100,355.0,532.5,1775.0,Femei_35-44
598,40544,Beclean,628000,256.35,256.35,854.5,854.5,3418,170.9,256.35,854.5,Femei_35-44
599,40606,Bod,629000,707.55,707.55,2358.5,2358.5,9434,471.7,707.55,2358.5,Femei_35-44
600,40633,Bran,630000,796.5,796.5,2655.0,2655.0,10620,531.0,796.5,2655.0,Femei_35-44
601,40688,Budila,631000,692.1,692.1,2307.0,2307.0,9228,461.4,692.1,2307.0,Femei_35-44
602,40704,Bunesti,632000,403.05,403.05,1343.5,1343.5,5374,268.7,403.05,1343.5,Femei_35-44
603,40768,Cata,633000,414.9,414.9,1383.0,1383.0,5532,276.6,414.9,1383.0,Femei_35-44
604,40820,Cincu,634000,299.55,299.55,998.5,998.5,3994,199.7,299.55,998.5,Femei_35-44
605,40857,Comana,635000,460.95,460.95,1536.5,1536.5,6146,307.3,460.95,1536.5,Femei_35-44
606,40900,Cristian,636000,752.25,752.25,2507.5,2507.5,10030,501.5,752.25,2507.5,Femei_35-44
607,40928,Dumbravita,637000,780.0,780.0,2600.0,2600.0,10400,520.0,780.0,2600.0,Femei_35-44
608,40955,Feldioara,638000,1112.1,1112.1,3707.0,3707.0,14828,741.4,1112.1,3707.0,Femei_35-44
609,40991,Fundata,639000,117.75,117.75,392.5,392.5,1570,78.5,117.75,392.5,Femei_35-44
610,41033,Halchiu,640000,720.9,720.9,2403.0,2403.0,9612,480.6,720.9,2403.0,Femei_35-44
611,41088,Harman,641000,930.45,930.45,3101.5,3101.5,12406,620.3,930.45,3101.5,Femei_35-44
612,41113,Harseni,642000,338.85,338.85,1129.5,1129.5,4518,225.9,338.85,1129.5,Femei_35-44
613,41177,Hoghiz,643000,783.75,783.75,2612.5,2612.5,10450,522.5,783.75,2612.5,Femei_35-44
614,41248,Homorod,644000,388.5,388.5,1295.0,1295.0,5180,259.0,388.5,1295.0,Femei_35-44
615,41284,Jibert,645000,410.25,410.25,1367.5,1367.5,5470,273.5,410.25,1367.5,Femei_35-44
616,41346,Lisa,646000,271.35,271.35,904.5,904.5,3618,180.9,271.35,904.5,Femei_35-44
617,41382,Maierus,647000,481.65,481.65,1605.5,1605.5,6422,321.1,481.65,1605.5,Femei_35-44
618,41417,Mandra,648000,444.3,444.3,1481.0,1481.0,5924,296.2,444.3,1481.0,Femei_35-44
619,41471,Moieciu,649000,700.8,700.8,2336.0,2336.0,9344,467.2,700.8,2336.0,Femei_35-44
620,41541,Ormenis,650000,316.8,316.8,1056.0,1056.0,4224,211.2,316.8,1056.0,Femei_35-44
621,41578,Parau,651000,332.7,332.7,1109.0,1109.0,4436,221.8,332.7,1109.0,Femei_35-44
622,41621,Poiana Marului,652000,505.35,505.35,1684.5,1684.5,6738,336.9,505.35,1684.5,Femei_35-44
623,41667,Prejmer,653000,1443.0,1443.0,4810.0,4810.0,19240,962.0,1443.0,4810.0,Femei_35-44
624,41701,Racos,654000,525.0,525.0,1750.0,1750.0,7000,350.0,525.0,1750.0,Femei_35-44
625,41738,Recea,655000,487.2,487.2,1624.0,1624.0,6496,324.8,487.2,1624.0,Femei_35-44
626,41818,Sercaia,656000,438.6,438.6,1462.0,1462.0,5848,292.4,438.6,1462.0,Femei_35-44
627,41854,Sinca,657000,549.9,549.9,1833.0,1833.0,7332,366.6,549.9,1833.0,Femei_35-44
628,41925,Sanpetru,658000,864.15,864.15,2880.5,2880.5,11522,576.1,864.15,2880.5,Femei_35-44
629,41943,Soars,659000,322.95,322.95,1076.5,1076.5,4306,215.3,322.95,1076.5,Femei_35-44
630,42003,Tarlungeni,660000,1394.55,1394.55,4648.5,4648.5,18594,929.7,1394.55,4648.5,Femei_35-44
631,42058,Teliu,661000,668.7,668.7,2229.0,2229.0,8916,445.8,668.7,2229.0,Femei_35-44
632,42076,Ticusu,662000,161.4,161.4,538.0,538.0,2152,107.6,161.4,538.0,Femei_35-44
633,42101,Ucea,663000,354.0,354.0,1180.0,1180.0,4720,236.0,354.0,1180.0,Femei_35-44
634,42156,Ungra,664000,342.6,342.6,1142.0,1142.0,4568,228.4,342.6,1142.0,Femei_35-44
635,42183,Vama Buzaului,665000,532.05,532.05,1773.5,1773.5,7094,354.7,532.05,1773.5,Femei_35-44
636,42236,Vistea,666000,333.15,333.15,1110.5,1110.5,4442,222.1,333.15,1110.5,Femei_35-44
637,42307,Voila,667000,472.8,472.8,1576.0,1576.0,6304,315.2,472.8,1576.0,Femei_35-44
638,42398,Vulcan,668000,751.05,751.05,2503.5,2503.5,10014,500.7,751.05,2503.5,Femei_35-44
639,42449,Sinca Noua,669000,239.4,239.4,798.0,798.0,3192,159.6,239.4,798.0,Femei_35-44
640,42456,Crizbav,670000,418.5,418.5,1395.0,1395.0,5580,279.0,418.5,1395.0,Femei_35-44
641,42464,Sambata De Sus,671000,229.05,229.05,763.5,763.5,3054,152.7,229.05,763.5,Femei_35-44
642,42472,Holbav,672000,214.2,214.2,714.0,714.0,2856,142.8,214.2,714.0,Femei_35-44
643,42480,Dragus,673000,165.3,165.3,551.0,551.0,2204,110.2,165.3,551.0,Femei_35-44
644,42498,Augustin,674000,303.45,303.45,1011.5,1011.5,4046,202.3,303.45,1011.5,Femei_35-44
645,42682,Municipiul Braila,675000,31604.85,31604.85,105349.5,105349.5,421398,21069.9,31604.85,105349.5,Femei_35-44
646,42708,Chiscani,676000,868.95,868.95,2896.5,2896.5,11586,579.3,868.95,2896.5,Femei_35-44
647,42753,Oras Faurei,677000,611.4,611.4,2038.0,2038.0,8152,407.6,611.4,2038.0,Femei_35-44
648,42771,Surdila-Greci,678000,227.85,227.85,759.5,759.5,3038,151.9,227.85,759.5,Femei_35-44
649,42824,Baraganul,679000,479.1,479.1,1597.0,1597.0,6388,319.4,479.1,1597.0,Femei_35-44
650,42842,Bertestii De Jos,680000,467.7,467.7,1559.0,1559.0,6236,311.8,467.7,1559.0,Femei_35-44
651,42913,Bordei Verde,681000,404.4,404.4,1348.0,1348.0,5392,269.6,404.4,1348.0,Femei_35-44
652,42968,Ciocile,682000,394.5,394.5,1315.0,1315.0,5260,263.0,394.5,1315.0,Femei_35-44
653,43019,Ciresu,683000,463.2,463.2,1544.0,1544.0,6176,308.8,463.2,1544.0,Femei_35-44
654,43073,Dudesti,684000,560.25,560.25,1867.5,1867.5,7470,373.5,560.25,1867.5,Femei_35-44
655,43117,Frecatei,685000,212.55,212.55,708.5,708.5,2834,141.7,212.55,708.5,Femei_35-44
656,43180,Galbenu,686000,475.05,475.05,1583.5,1583.5,6334,316.7,475.05,1583.5,Femei_35-44
657,43242,Gemenele,687000,275.7,275.7,919.0,919.0,3676,183.8,275.7,919.0,Femei_35-44
658,43279,Gradistea,688000,334.2,334.2,1114.0,1114.0,4456,222.8,334.2,1114.0,Femei_35-44
659,43313,Gropeni,689000,512.25,512.25,1707.5,1707.5,6830,341.5,512.25,1707.5,Femei_35-44
660,43331,Oras Ianca,690000,1663.35,1663.35,5544.5,5544.5,22178,1108.9,1663.35,5544.5,Femei_35-44
661,43411,Oras Insuratei,691000,1069.8,1069.8,3566.0,3566.0,14264,713.2,1069.8,3566.0,Femei_35-44
662,43466,Jirlau,692000,484.05,484.05,1613.5,1613.5,6454,322.7,484.05,1613.5,Femei_35-44
663,43493,Marasu,693000,433.95,433.95,1446.5,1446.5,5786,289.3,433.95,1446.5,Femei_35-44
664,43563,Maxineni,694000,522.45,522.45,1741.5,1741.5,6966,348.3,522.45,1741.5,Femei_35-44
665,43625,Mircea Voda,695000,497.85,497.85,1659.5,1659.5,6638,331.9,497.85,1659.5,Femei_35-44
666,43652,Movila Miresii,696000,633.15,633.15,2110.5,2110.5,8442,422.1,633.15,2110.5,Femei_35-44
667,43698,Racovita,697000,167.55,167.55,558.5,558.5,2234,111.7,167.55,558.5,Femei_35-44
668,43732,Ramnicelu,698000,304.65,304.65,1015.5,1015.5,4062,203.1,304.65,1015.5,Femei_35-44
669,43787,Romanu,699000,276.0,276.0,920.0,920.0,3680,184.0,276.0,920.0,Femei_35-44
670,43812,Rosiori,700000,408.9,408.9,1363.0,1363.0,5452,272.6,408.9,1363.0,Femei_35-44
671,43867,Salcia Tudor,701000,390.3,390.3,1301.0,1301.0,5204,260.2,390.3,1301.0,Femei_35-44
672,43929,Scortaru Nou,702000,203.4,203.4,678.0,678.0,2712,135.6,203.4,678.0,Femei_35-44
673,43992,Silistea,703000,281.4,281.4,938.0,938.0,3752,187.6,281.4,938.0,Femei_35-44
674,44060,Stancuta,704000,519.3,519.3,1731.0,1731.0,6924,346.2,519.3,1731.0,Femei_35-44
675,44113,Surdila-Gaiseanca,705000,368.7,368.7,1229.0,1229.0,4916,245.8,368.7,1229.0,Femei_35-44
676,44140,Sutesti,706000,702.15,702.15,2340.5,2340.5,9362,468.1,702.15,2340.5,Femei_35-44
677,44177,Tichilesti,707000,555.6,555.6,1852.0,1852.0,7408,370.4,555.6,1852.0,Femei_35-44
678,44202,Traian,708000,508.2,508.2,1694.0,1694.0,6776,338.8,508.2,1694.0,Femei_35-44
679,44257,Tudor Vladimirescu,709000,327.45,327.45,1091.5,1091.5,4366,218.3,327.45,1091.5,Femei_35-44
680,44300,Tufesti,710000,782.55,782.55,2608.5,2608.5,10434,521.7,782.55,2608.5,Femei_35-44
681,44328,Ulmu,711000,570.0,570.0,1900.0,1900.0,7600,380.0,570.0,1900.0,Femei_35-44
682,44355,Unirea,712000,373.95,373.95,1246.5,1246.5,4986,249.3,373.95,1246.5,Femei_35-44
683,44391,Vadeni,713000,619.05,619.05,2063.5,2063.5,8254,412.7,619.05,2063.5,Femei_35-44
684,44435,Victoria,714000,557.25,557.25,1857.5,1857.5,7430,371.5,557.25,1857.5,Femei_35-44
685,44462,Visani,715000,371.7,371.7,1239.0,1239.0,4956,247.8,371.7,1239.0,Femei_35-44
686,44505,Viziru,716000,975.45,975.45,3251.5,3251.5,13006,650.3,975.45,3251.5,Femei_35-44
687,44532,Zavoaia,717000,482.85,482.85,1609.5,1609.5,6438,321.9,482.85,1609.5,Femei_35-44
688,44560,Cazasu,718000,514.05,514.05,1713.5,1713.5,6854,342.7,514.05,1713.5,Femei_35-44
689,44818,Municipiul Buzau,719000,20349.3,20349.3,67831.0,67831.0,271324,13566.2,20349.3,67831.0,Femei_35-44
690,44845,Municipiul Ramnicu Sarat,720000,6127.95,6127.95,20426.5,20426.5,81706,4085.3,6127.95,20426.5,Femei_35-44
691,44863,Amaru,721000,362.7,362.7,1209.0,1209.0,4836,241.8,362.7,1209.0,Femei_35-44
692,44934,Balta Alba,722000,373.2,373.2,1244.0,1244.0,4976,248.8,373.2,1244.0,Femei_35-44
693,44989,Balaceanu,723000,246.15,246.15,820.5,820.5,3282,164.1,246.15,820.5,Femei_35-44
694,45003,Beceni,724000,664.8,664.8,2216.0,2216.0,8864,443.2,664.8,2216.0,Femei_35-44
695,45101,Berca,725000,1313.4,1313.4,4378.0,4378.0,17512,875.6,1313.4,4378.0,Femei_35-44
696,45245,Bisoca,726000,415.35,415.35,1384.5,1384.5,5538,276.9,415.35,1384.5,Femei_35-44
697,45334,Blajani,727000,155.4,155.4,518.0,518.0,2072,103.6,155.4,518.0,Femei_35-44
698,45361,Boldu,728000,340.35,340.35,1134.5,1134.5,4538,226.9,340.35,1134.5,Femei_35-44
699,45389,Bozioru,729000,162.75,162.75,542.5,542.5,2170,108.5,162.75,542.5,Femei_35-44
700,45496,Bradeanu,730000,371.85,371.85,1239.5,1239.5,4958,247.9,371.85,1239.5,Femei_35-44
701,45539,Braesti,731000,370.8,370.8,1236.0,1236.0,4944,247.2,370.8,1236.0,Femei_35-44
702,45619,Breaza,732000,407.25,407.25,1357.5,1357.5,5430,271.5,407.25,1357.5,Femei_35-44
703,45673,Buda,733000,459.45,459.45,1531.5,1531.5,6126,306.3,459.45,1531.5,Femei_35-44
704,45753,Calvini,734000,710.4,710.4,2368.0,2368.0,9472,473.6,710.4,2368.0,Femei_35-44
705,45815,C.a. Rosetti,735000,550.05,550.05,1833.5,1833.5,7334,366.7,550.05,1833.5,Femei_35-44
706,45888,Canesti,736000,121.5,121.5,405.0,405.0,1620,81.0,121.5,405.0,Femei_35-44
707,45959,Catina,737000,375.0,375.0,1250.0,1250.0,5000,250.0,375.0,1250.0,Femei_35-44
708,46019,Cernatesti,738000,558.6,558.6,1862.0,1862.0,7448,372.4,558.6,1862.0,Femei_35-44
709,46108,Chiliile,739000,85.05,85.05,283.5,283.5,1134,56.7,85.05,283.5,Femei_35-44
710,46180,Chiojdu,740000,517.2,517.2,1724.0,1724.0,6896,344.8,517.2,1724.0,Femei_35-44
711,46251,Cilibia,741000,281.85,281.85,939.5,939.5,3758,187.9,281.85,939.5,Femei_35-44
712,46313,Cislau,742000,716.25,716.25,2387.5,2387.5,9550,477.5,716.25,2387.5,Femei_35-44
713,46377,Cochirleanca,743000,825.6,825.6,2752.0,2752.0,11008,550.4,825.6,2752.0,Femei_35-44
714,46439,Colti,744000,157.05,157.05,523.5,523.5,2094,104.7,157.05,523.5,Femei_35-44
715,46484,Costesti,745000,743.25,743.25,2477.5,2477.5,9910,495.5,743.25,2477.5,Femei_35-44
716,46554,Cozieni,746000,301.5,301.5,1005.0,1005.0,4020,201.0,301.5,1005.0,Femei_35-44
717,46769,Galbinasi,747000,639.9,639.9,2133.0,2133.0,8532,426.6,639.9,2133.0,Femei_35-44
718,46803,Gheraseni,748000,511.35,511.35,1704.5,1704.5,6818,340.9,511.35,1704.5,Femei_35-44
719,46830,Ghergheasa,749000,342.15,342.15,1140.5,1140.5,4562,228.1,342.15,1140.5,Femei_35-44
720,46867,Glodeanu Sarat,750000,635.7,635.7,2119.0,2119.0,8476,423.8,635.7,2119.0,Femei_35-44
721,46910,Glodeanu-Silistea,751000,562.35,562.35,1874.5,1874.5,7498,374.9,562.35,1874.5,Femei_35-44
722,47006,Grebanu,752000,812.55,812.55,2708.5,2708.5,10834,541.7,812.55,2708.5,Femei_35-44
723,47079,Gura Teghii,753000,520.8,520.8,1736.0,1736.0,6944,347.2,520.8,1736.0,Femei_35-44
724,47159,Largu,754000,234.75,234.75,782.5,782.5,3130,156.5,234.75,782.5,Femei_35-44
725,47186,Lopatari,755000,592.95,592.95,1976.5,1976.5,7906,395.3,592.95,1976.5,Femei_35-44
726,47300,Luciu,756000,428.25,428.25,1427.5,1427.5,5710,285.5,428.25,1427.5,Femei_35-44
727,47337,Magura,757000,322.95,322.95,1076.5,1076.5,4306,215.3,322.95,1076.5,Femei_35-44
728,47373,Maracineni,758000,1324.8,1324.8,4416.0,4416.0,17664,883.2,1324.8,4416.0,Femei_35-44
729,47417,Margaritesti,759000,97.05,97.05,323.5,323.5,1294,64.7,97.05,323.5,Femei_35-44
730,47453,Merei,760000,1015.95,1015.95,3386.5,3386.5,13546,677.3,1015.95,3386.5,Femei_35-44
731,47578,Mihailesti,761000,317.55,317.55,1058.5,1058.5,4234,211.7,317.55,1058.5,Femei_35-44
732,47630,Manzalesti,762000,371.25,371.25,1237.5,1237.5,4950,247.5,371.25,1237.5,Femei_35-44
733,47774,Movila Banului,763000,388.35,388.35,1294.5,1294.5,5178,258.9,388.35,1294.5,Femei_35-44
734,47818,Murgesti,764000,134.55,134.55,448.5,448.5,1794,89.7,134.55,448.5,Femei_35-44
735,47854,Naeni,765000,267.0,267.0,890.0,890.0,3560,178.0,267.0,890.0,Femei_35-44
736,47916,Oras Nehoiu,766000,1681.8,1681.8,5606.0,5606.0,22424,1121.2,1681.8,5606.0,Femei_35-44
737,48021,Odaile,767000,128.1,128.1,427.0,427.0,1708,85.4,128.1,427.0,Femei_35-44
738,48138,Padina,768000,616.05,616.05,2053.5,2053.5,8214,410.7,616.05,2053.5,Femei_35-44
739,48165,Pardosi,769000,60.0,60.0,200.0,200.0,800,40.0,60.0,200.0,Femei_35-44
740,48227,Panatau,770000,362.55,362.55,1208.5,1208.5,4834,241.7,362.55,1208.5,Femei_35-44
741,48325,Oras Patarlagele,771000,1162.65,1162.65,3875.5,3875.5,15502,775.1,1162.65,3875.5,Femei_35-44
742,48487,Pietroasele,772000,494.4,494.4,1648.0,1648.0,6592,329.6,494.4,1648.0,Femei_35-44
743,48557,Parscov,773000,846.45,846.45,2821.5,2821.5,11286,564.3,846.45,2821.5,Femei_35-44
744,48682,Podgoria,774000,480.9,480.9,1603.0,1603.0,6412,320.6,480.9,1603.0,Femei_35-44
745,48744,Oras Pogoanele,775000,1132.95,1132.95,3776.5,3776.5,15106,755.3,1132.95,3776.5,Femei_35-44
746,48771,Posta Calnau,776000,921.75,921.75,3072.5,3072.5,12290,614.5,921.75,3072.5,Femei_35-44
747,48842,Puiesti,777000,583.2,583.2,1944.0,1944.0,7776,388.8,583.2,1944.0,Femei_35-44
748,48922,Racoviteni,778000,197.25,197.25,657.5,657.5,2630,131.5,197.25,657.5,Femei_35-44
749,48968,Ramnicelu,779000,734.4,734.4,2448.0,2448.0,9792,489.6,734.4,2448.0,Femei_35-44
750,49019,Robeasca,780000,164.1,164.1,547.0,547.0,2188,109.4,164.1,547.0,Femei_35-44
751,49046,Rusetu,781000,575.1,575.1,1917.0,1917.0,7668,383.4,575.1,1917.0,Femei_35-44
752,49073,Sageata,782000,716.4,716.4,2388.0,2388.0,9552,477.6,716.4,2388.0,Femei_35-44
753,49153,Sahateni,783000,509.55,509.55,1698.5,1698.5,6794,339.7,509.55,1698.5,Femei_35-44
754,49206,Sapoca,784000,514.2,514.2,1714.0,1714.0,6856,342.8,514.2,1714.0,Femei_35-44
755,49233,Sarulesti,785000,204.45,204.45,681.5,681.5,2726,136.3,204.45,681.5,Femei_35-44
756,49313,Scortoasa,786000,423.45,423.45,1411.5,1411.5,5646,282.3,423.45,1411.5,Femei_35-44
757,49439,Scutelnici,787000,348.3,348.3,1161.0,1161.0,4644,232.2,348.3,1161.0,Femei_35-44
758,49484,Siriu,788000,484.95,484.95,1616.5,1616.5,6466,323.3,484.95,1616.5,Femei_35-44
759,49545,Smeeni,789000,995.4,995.4,3318.0,3318.0,13272,663.6,995.4,3318.0,Femei_35-44
760,49625,Stalpu,790000,469.2,469.2,1564.0,1564.0,6256,312.8,469.2,1564.0,Femei_35-44
761,49643,Tisau,791000,690.15,690.15,2300.5,2300.5,9202,460.1,690.15,2300.5,Femei_35-44
762,49769,Topliceni,792000,654.75,654.75,2182.5,2182.5,8730,436.5,654.75,2182.5,Femei_35-44
763,49849,Tintesti,793000,680.4,680.4,2268.0,2268.0,9072,453.6,680.4,2268.0,Femei_35-44
764,49894,Ulmeni,794000,473.4,473.4,1578.0,1578.0,6312,315.6,473.4,1578.0,Femei_35-44
765,49956,Vadu Pasii,795000,1457.1,1457.1,4857.0,4857.0,19428,971.4,1457.1,4857.0,Femei_35-44
766,50022,Valea Ramnicului,796000,852.15,852.15,2840.5,2840.5,11362,568.1,852.15,2840.5,Femei_35-44
767,50068,Valea Salciei,797000,111.9,111.9,373.0,373.0,1492,74.6,111.9,373.0,Femei_35-44
768,50102,Vernesti,798000,1365.15,1365.15,4550.5,4550.5,18202,910.1,1365.15,4550.5,Femei_35-44
769,50228,Vintila Voda,799000,447.6,447.6,1492.0,1492.0,5968,298.4,447.6,1492.0,Femei_35-44
770,50326,Viperesti,800000,530.7,530.7,1769.0,1769.0,7076,353.8,530.7,1769.0,Femei_35-44
771,50399,Valcelele,801000,224.1,224.1,747.0,747.0,2988,149.4,224.1,747.0,Femei_35-44
772,50415,Zarnesti,802000,761.4,761.4,2538.0,2538.0,10152,507.6,761.4,2538.0,Femei_35-44
773,50479,Ziduri,803000,664.05,664.05,2213.5,2213.5,8854,442.7,664.05,2213.5,Femei_35-44
774,50549,Unguriu,804000,345.45,345.45,1151.5,1151.5,4606,230.3,345.45,1151.5,Femei_35-44
775,50564,Florica,805000,202.65,202.65,675.5,675.5,2702,135.1,202.65,675.5,Femei_35-44
776,50790,Municipiul Resita,806000,13291.95,13291.95,44306.5,44306.5,177226,8861.3,13291.95,44306.5,Femei_35-44
777,50889,Oras Anina,807000,1401.45,1401.45,4671.5,4671.5,18686,934.3,1401.45,4671.5,Femei_35-44
778,50923,Oras Baile Herculane,808000,775.05,775.05,2583.5,2583.5,10334,516.7,775.05,2583.5,Femei_35-44
779,50969,Oras Bocsa,809000,2874.0,2874.0,9580.0,9580.0,38320,1916.0,2874.0,9580.0,Femei_35-44
780,50987,Ocna De Fier,810000,108.6,108.6,362.0,362.0,1448,72.4,108.6,362.0,Femei_35-44
781,51010,Municipiul Caransebes,811000,4579.05,4579.05,15263.5,15263.5,61054,3052.7,4579.05,15263.5,Femei_35-44
782,51056,Oras Moldova Noua,812000,2034.0,2034.0,6780.0,6780.0,27120,1356.0,2034.0,6780.0,Femei_35-44
783,51118,Oras Oravita,813000,2004.15,2004.15,6680.5,6680.5,26722,1336.1,2004.15,6680.5,Femei_35-44
784,51207,Oras Otelu Rosu,814000,1904.25,1904.25,6347.5,6347.5,25390,1269.5,1904.25,6347.5,Femei_35-44
785,51243,Armenis,815000,364.95,364.95,1216.5,1216.5,4866,243.3,364.95,1216.5,Femei_35-44
786,51305,Bania,816000,262.2,262.2,874.0,874.0,3496,174.8,262.2,874.0,Femei_35-44
787,51332,Bautar,817000,385.95,385.95,1286.5,1286.5,5146,257.3,385.95,1286.5,Femei_35-44
788,51387,Berliste,818000,188.7,188.7,629.0,629.0,2516,125.8,188.7,629.0,Femei_35-44
789,51449,Berzasca,819000,415.8,415.8,1386.0,1386.0,5544,277.2,415.8,1386.0,Femei_35-44
790,51500,Berzovia,820000,591.0,591.0,1970.0,1970.0,7880,394.0,591.0,1970.0,Femei_35-44
791,51546,Bolvasnita,821000,208.65,208.65,695.5,695.5,2782,139.1,208.65,695.5,Femei_35-44
792,51573,Bozovici,822000,453.45,453.45,1511.5,1511.5,6046,302.3,453.45,1511.5,Femei_35-44
793,51626,Brebu,823000,173.25,173.25,577.5,577.5,2310,115.5,173.25,577.5,Femei_35-44
794,51662,Brebu Nou,824000,44.7,44.7,149.0,149.0,596,29.8,44.7,149.0,Femei_35-44
795,51699,Buchin,825000,305.1,305.1,1017.0,1017.0,4068,203.4,305.1,1017.0,Femei_35-44
796,51751,Bucosnita,826000,418.95,418.95,1396.5,1396.5,5586,279.3,418.95,1396.5,Femei_35-44
797,51804,Carasova,827000,446.4,446.4,1488.0,1488.0,5952,297.6,446.4,1488.0,Femei_35-44
798,51840,Carbunari,828000,147.45,147.45,491.5,491.5,1966,98.3,147.45,491.5,Femei_35-44
799,51877,Constantin Daicoviciu,829000,418.35,418.35,1394.5,1394.5,5578,278.9,418.35,1394.5,Femei_35-44
800,51948,Ciclova Romana,830000,240.75,240.75,802.5,802.5,3210,160.5,240.75,802.5,Femei_35-44
801,51984,Ciuchici,831000,159.0,159.0,530.0,530.0,2120,106.0,159.0,530.0,Femei_35-44
802,52035,Ciudanovita,832000,102.0,102.0,340.0,340.0,1360,68.0,102.0,340.0,Femei_35-44
803,52062,Copacele,833000,170.4,170.4,568.0,568.0,2272,113.6,170.4,568.0,Femei_35-44
804,52115,Cornea,834000,265.05,265.05,883.5,883.5,3534,176.7,265.05,883.5,Femei_35-44
805,52160,Cornereva,835000,444.9,444.9,1483.0,1483.0,5932,296.6,444.9,1483.0,Femei_35-44
806,52570,Dalboset,836000,251.4,251.4,838.0,838.0,3352,167.6,251.4,838.0,Femei_35-44
807,52650,Doclin,837000,291.0,291.0,970.0,970.0,3880,194.0,291.0,970.0,Femei_35-44
808,52696,Dognecea,838000,322.65,322.65,1075.5,1075.5,4302,215.1,322.65,1075.5,Femei_35-44
809,52721,Domasnea,839000,196.35,196.35,654.5,654.5,2618,130.9,196.35,654.5,Femei_35-44
810,52758,Ezeris,840000,195.6,195.6,652.0,652.0,2608,130.4,195.6,652.0,Femei_35-44
811,52785,Farliug,841000,260.85,260.85,869.5,869.5,3478,173.9,260.85,869.5,Femei_35-44
812,52856,Forotic,842000,267.6,267.6,892.0,892.0,3568,178.4,267.6,892.0,Femei_35-44
813,52909,Garnic,843000,217.05,217.05,723.5,723.5,2894,144.7,217.05,723.5,Femei_35-44
814,52936,Glimboca,844000,280.95,280.95,936.5,936.5,3746,187.3,280.95,936.5,Femei_35-44
815,52954,Goruia,845000,118.65,118.65,395.5,395.5,1582,79.1,118.65,395.5,Femei_35-44
816,52990,Gradinari,846000,308.7,308.7,1029.0,1029.0,4116,205.8,308.7,1029.0,Femei_35-44
817,53023,Iablanita,847000,321.6,321.6,1072.0,1072.0,4288,214.4,321.6,1072.0,Femei_35-44
818,53069,Lapusnicel,848000,148.95,148.95,496.5,496.5,1986,99.3,148.95,496.5,Femei_35-44
819,53103,Lapusnicu Mare,849000,254.25,254.25,847.5,847.5,3390,169.5,254.25,847.5,Femei_35-44
820,53130,Luncavita,850000,366.15,366.15,1220.5,1220.5,4882,244.1,366.15,1220.5,Femei_35-44
821,53167,Lupac,851000,399.6,399.6,1332.0,1332.0,5328,266.4,399.6,1332.0,Femei_35-44
822,53210,Marga,852000,164.25,164.25,547.5,547.5,2190,109.5,164.25,547.5,Femei_35-44
823,53247,Maureni,853000,441.3,441.3,1471.0,1471.0,5884,294.2,441.3,1471.0,Femei_35-44
824,53274,Mehadia,854000,620.85,620.85,2069.5,2069.5,8278,413.9,620.85,2069.5,Femei_35-44
825,53327,Mehadica,855000,104.4,104.4,348.0,348.0,1392,69.6,104.4,348.0,Femei_35-44
826,53345,Naidas,856000,162.45,162.45,541.5,541.5,2166,108.3,162.45,541.5,Femei_35-44
827,53372,Obreja,857000,515.1,515.1,1717.0,1717.0,6868,343.4,515.1,1717.0,Femei_35-44
828,53425,Paltinis,858000,367.95,367.95,1226.5,1226.5,4906,245.3,367.95,1226.5,Femei_35-44
829,53489,Coronini,859000,296.7,296.7,989.0,989.0,3956,197.8,296.7,989.0,Femei_35-44
830,53513,Pojejena,860000,429.15,429.15,1430.5,1430.5,5722,286.1,429.15,1430.5,Femei_35-44
831,53577,Prigor,861000,372.45,372.45,1241.5,1241.5,4966,248.3,372.45,1241.5,Femei_35-44
832,53639,Ramna,862000,240.15,240.15,800.5,800.5,3202,160.1,240.15,800.5,Femei_35-44
833,53675,Racasdia,863000,318.3,318.3,1061.0,1061.0,4244,212.2,318.3,1061.0,Femei_35-44
834,53700,Eftimie Murgu,864000,240.6,240.6,802.0,802.0,3208,160.4,240.6,802.0,Femei_35-44
835,53728,Rusca Montana,865000,291.75,291.75,972.5,972.5,3890,194.5,291.75,972.5,Femei_35-44
836,53755,Sacu,866000,240.6,240.6,802.0,802.0,3208,160.4,240.6,802.0,Femei_35-44
837,53791,Sasca Montana,867000,224.7,224.7,749.0,749.0,2996,149.8,224.7,749.0,Femei_35-44
838,53853,Sichevita,868000,320.1,320.1,1067.0,1067.0,4268,213.4,320.1,1067.0,Femei_35-44
839,54056,Slatina-Timis,869000,452.85,452.85,1509.5,1509.5,6038,301.9,452.85,1509.5,Femei_35-44
840,54109,Socol,870000,325.8,325.8,1086.0,1086.0,4344,217.2,325.8,1086.0,Femei_35-44
841,54163,Sopotu Nou,871000,174.6,174.6,582.0,582.0,2328,116.4,174.6,582.0,Femei_35-44
842,54270,Teregova,872000,609.45,609.45,2031.5,2031.5,8126,406.3,609.45,2031.5,Femei_35-44
843,54305,Ticvaniu Mare,873000,300.15,300.15,1000.5,1000.5,4002,200.1,300.15,1000.5,Femei_35-44
