Siruta,Localitate,V1,V2,V3,V4,V5,C1,C2,C3,C4,C5,C6,C7,C8
57706,Floresti,29800,292636,11410,892,89400,302959,91537,29825,1274,64131,1291,74140,273425
57742,Frata,30664,295313,10870,893,90142,299405,86336,31363,1275,59600,1292,59004,269762
57831,Geaca,159229,293618,11273,894,92583,299000,89294,33782,1276,78182,1293,59485,269292
57902,Gilau,29900,293618,11420,895,89700,303959,91826,29925,1277,64331,1294,74338,274325
57948,Garbau,30764,296295,10880,896,90442,300405,86625,31463,1278,59800,1295,59202,270662
58008,Iara,159329,294600,11283,897,92883,300000,89583,33882,1279,78382,1296,59683,270192
58142,Iclod,30000,294600,11430,898,90000,304959,92115,30025,1280,64531,1297,74536,275225
58204,Izvoru Crisului,30864,297277,10890,899,90742,301405,86914,31563,1281,60000,1298,59400,271562
58259,Jucu,159429,295582,11293,900,93183,301000,89872,33982,1282,78582,1299,59881,271092
58311,Luna,30100,295582,11440,901,90300,305959,92404,30125,1283,64731,1300,74734,276125
58357,Maguri-Racatau,30964,298259,10900,902,91042,302405,87203,31663,1284,60200,1301,59598,272462
58393,Manastireni,159529,296564,11303,903,93483,302000,90161,34082,1285,78782,1302,60079,271992
58464,Margau,30200,296564,11450,904,90600,306959,92693,30225,1286,64931,1303,74932,277025
58534,Marisel,31064,299241,10910,905,91342,303405,87492,31763,1287,60400,1304,59796,273362
58552,Mintiu Gherlii,159629,297546,11313,906,93783,303000,90450,34182,1288,78982,1305,60277,272892
58623,Mociu,30300,297546,11460,907,90900,307959,92982,30325,1289,65131,1306,75130,277925
58721,Moldovenesti,31164,300223,10920,908,91642,304405,87781,31863,1290,60600,1307,59994,274262
58794,Palatca,159729,298528,11323,909,94083,304000,90739,34282,1291,79182,1308,60475,273792
58856,Panticeu,30400,298528,11470,910,91200,308959,93271,30425,1292,65331,1309,75328,278825
58918,Petrestii De Jos,31264,301205,10930,911,91942,305405,88070,31963,1293,60800,1310,60192,275162
58990,Ploscos,159829,299510,11333,912,94383,305000,91028,34382,1294,79382,1311,60673,274692
59041,Poieni,30500,299510,11480,913,91500,309959,93560,30525,1295,65531,1312,75526,279725
59130,Recea-Cristur,31364,302187,10940,914,92242,306405,88359,32063,1296,61000,1313,60390,276062
59238,Risca,159929,300492,11343,915,94683,306000,91317,34482,1297,79582,1314,60871,275592
59283,Sacuieu,30600,300492,11490,916,91800,310959,93849,30625,1298,65731,1315,75724,280625
59327,Savadisla,31464,303169,10950,917,92542,307405,88648,32163,1299,61200,1316,60588,276962
59416,Sic,160029,301474,11353,918,94983,307000,91606,34582,1300,79782,1317,61069,276492
59434,Sancraiu,30700,301474,11500,919,92100,311959,94138,30725,1301,65931,1318,75922,281525
59498,Sanmartin,31564,304151,10960,920,92842,308405,88937,32263,1302,61400,1319,60786,277862
59586,Sanpaul,160129,302456,11363,921,95283,308000,91895,34682,1303,79982,1320,61267,277392
59657,Suatu,30800,302456,11510,922,92400,312959,94427,30825,1304,66131,1321,76120,282425
59693,Tritenii De Jos,31664,305133,10970,923,93142,309405,89226,32363,1305,61600,1322,60984,278762
59764,Tureni,160229,303438,11373,924,95583,309000,92184,34782,1306,80182,1323,61465,278292
59826,Taga,30900,303438,11520,925,92700,313959,94716,30925,1307,66331,1324,76318,283325
59880,Unguras,31764,306115,10980,926,93442,310405,89515,32463,1308,61800,1325,61182,279662
59942,Vad,160329,304420,11383,927,95883,310000,92473,34882,1309,80382,1326,61663,279192
60026,Valea Ierii,31000,304420,11530,928,93000,314959,95005,31025,1310,66531,1327,76516,284225
60062,Viisoara,31864,307097,10990,929,93742,311405,89804,32563,1311,62000,1328,61380,280562
60099,Vultureni,160429,305402,11393,930,96183,311000,92762,34982,1312,80582,1329,61861,280092
60169,Negreni,31100,305402,11540,931,93300,315959,95294,31125,1313,66731,1330,76714,285125
60419,Municipiul Constanta,31964,308079,11000,932,94042,312405,90093,32663,1314,62200,1331,61578,281462
60455,Oras Eforie,160529,306384,11403,933,96483,312000,93051,35082,1315,80782,1332,62059,280992
60482,Municipiul Mangalia,31200,306384,11550,934,93600,316959,95583,31225,1316,66931,1333,76912,286025
60507,Oras Navodari,32064,309061,11010,935,94342,313405,90382,32763,1317,62400,1334,61776,282362
60534,Oras Techirghiol,160629,307366,11413,936,96783,313000,93340,35182,1318,80982,1335,62257,281892
60570,Agigea,31300,307366,11560,937,93900,317959,95872,31325,1319,67131,1336,77110,286925
60598,23-Aug,32164,310043,11020,938,94642,314405,90671,32863,1320,62600,1337,61974,283262
60632,Limanu,160729,308348,11423,939,97083,314000,93629,35282,1321,81182,1338,62455,282792
60687,Oras Ovidiu,31400,308348,11570,940,94200,318959,96161,31425,1322,67331,1339,77308,287825
60721,Tuzla,32264,311025,11030,941,94942,315405,90960,32963,1323,62800,1340,62172,284162
60776,Oras Cernavoda,160829,309330,11433,942,97383,315000,93918,35382,1324,81382,1341,62653,283692
60801,Oras Harsova,31500,309330,11580,943,94500,319959,96450,31525,1325,67531,1342,77506,288725
60847,Municipiul Medgidia,32364,312007,11040,944,95242,316405,91249,33063,1326,63000,1343,62370,285062
60883,Adamclisi,160929,310312,11443,945,97683,316000,94207,35482,1327,81582,1344,62851,284592
60945,Albesti,31600,310312,11590,946,94800,320959,96739,31625,1328,67731,1345,77704,289625
61005,Aliman,32464,312989,11050,947,95542,317405,91538,33163,1329,63200,1346,62568,285962
61069,Oras Baneasa,161029,311294,11453,948,97983,317000,94496,35582,1330,81782,1347,63049,285492
61121,Castelu,31700,311294,11600,949,95100,321959,97028,31725,1331,67931,1348,77902,290525
61167,Cerchezu,32564,313971,11060,950,95842,318405,91827,33263,1332,63400,1349,62766,286862
61210,Chirnogeni,161129,312276,11463,951,98283,318000,94785,35682,1333,81982,1350,63247,286392
61256,Ciobanu,31800,312276,11610,952,95400,322959,97317,31825,1334,68131,1351,78100,291425
61283,Ciocarlia,32664,314953,11070,953,96142,319405,92116,33363,1335,63600,1352,62964,287762
61318,Cobadin,161229,313258,11473,954,98583,319000,95074,35782,1336,82182,1353,63445,287292
61372,Cogealac,31900,313258,11620,955,95700,323959,97606,31925,1337,68331,1354,78298,292325
61452,Comana,32764,315935,11080,956,96442,320405,92405,33463,1338,63800,1355,63162,288662
61513,Corbu,161329,314240,11483,957,98883,320000,95363,35882,1339,82382,1356,63643,288192
61559,Crucea,32000,314240,11630,958,96000,324959,97895,32025,1340,68531,1357,78496,293225
61620,Cumpana,32864,316917,11090,959,96742,321405,92694,33563,1341,64000,1358,63360,289562
61675,Deleni,161429,315222,11493,960,99183,321000,95652,35982,1342,82582,1359,63841,289092
61737,Dobromir,32100,315222,11640,961,96300,325959,98184,32125,1343,68731,1360,78694,294125
61808,Garliciu,32964,317899,11100,962,97042,322405,92983,33663,1344,64200,1361,63558,290462
61826,Ghindaresti,161529,316204,11503,963,99483,322000,95941,36082,1345,82782,1362,64039,289992
61871,Independenta,32200,316204,11650,964,96600,326959,98473,32225,1346,68931,1363,78892,295025
61951,Ion Corvin,33064,318881,11110,965,97342,323405,93272,33763,1347,64400,1364,63756,291362
62020,Istria,161629,317186,11513,966,99783,323000,96230,36182,1348,82982,1365,64237,290892
62057,Lipnita,32300,317186,11660,967,96900,327959,98762,32325,1349,69131,1366,79090,295925
62137,Mereni,33164,319863,11120,968,97642,324405,93561,33863,1350,64600,1367,63954,292262
62191,Mihail Kogalniceanu,161729,318168,11523,969,100083,324000,96519,36282,1351,83182,1368,64435,291792
62253,Mihai Viteazu,32400,318168,11670,970,97200,328959,99051,32425,1352,69331,1369,79288,296825
62280,Mircea Voda,33264,320845,11130,971,97942,325405,93850,33963,1353,64800,1370,64152,293162
62360,Oras Murfatlar,161829,319150,11533,972,100383,325000,96808,36382,1354,83382,1371,64633,292692
62397,Oras Negru Voda,32500,319150,11680,973,97500,329959,99340,32525,1355,69531,1372,79486,297725
62440,Nicolae Balcescu,33364,321827,11140,974,98242,326405,94139,34063,1356,65000,1373,64350,294062
62486,Oltina,161929,320132,11543,975,100683,326000,97097,36482,1357,83582,1374,64831,293592
62538,Ostrov,32600,320132,11690,976,97800,330959,99629,32625,1358,69731,1375,79684,298625
62609,Pantelimon,33464,322809,11150,977,98542,327405,94428,34163,1359,65200,1376,64548,294962
62672,Pecineaga,162029,321114,11553,978,100983,327000,97386,36582,1360,83782,1377,65029,294492
62707,Pestera,32700,321114,11700,979,98100,331959,99918,32725,1361,69931,1378,79882,299525
62761,Poarta Alba,33564,323791,11160,980,98842,328405,94717,34263,1362,65400,1379,64746,295862
62798,Rasova,162129,322096,11563,981,101283,328000,97675,36682,1363,83982,1380,65227,295392
62823,Saraiu,32800,322096,11710,982,98400,332959,100207,32825,1364,70131,1381,80080,300425
62878,Sacele,33664,324773,11170,983,99142,329405,95006,34363,1365,65600,1382,64944,296762
62903,Seimeni,162229,323078,11573,984,101583,329000,97964,36782,1366,84182,1383,65425,296292
62949,Silistea,32900,323078,11720,985,98700,333959,100496,32925,1367,70331,1384,80278,301325
62985,Targusor,33764,325755,11180,986,99442,330405,95295,34463,1368,65800,1385,65142,297662
63045,Topalu,162329,324060,11583,987,101883,330000,98253,36882,1369,84382,1386,65623,297192
63072,Topraisar,33000,324060,11730,988,99000,334959,100785,33025,1370,70531,1387,80476,302225
63125,Valu Lui Traian,33864,326737,11190,989,99742,331405,95584,34563,1371,66000,1388,65340,298562
63152,Lumina,162429,325042,11593,990,102183,331000,98542,36982,1372,84582,1389,65821,298092
63161,Dumbraveni,33100,325042,11740,991,99300,335959,101074,33125,1373,70731,1390,80674,303125
63170,Vulturu,33964,327719,11200,992,100042,332405,95873,34663,1374,66200,1391,65538,299462
63189,Tortoman,162529,326024,11603,993,102483,332000,98831,37082,1375,84782,1392,66019,298992
63198,Amzacea,33200,326024,11750,994,99600,336959,101363,33225,1376,70931,1393,80872,304025
63278,Horia,34064,328701,11210,995,100342,333405,96162,34763,1377,66400,1394,65736,300362
63286,Costinesti,162629,327006,11613,996,102783,333000,99120,37182,1378,84982,1395,66217,299892
63294,Baraganu,33300,327006,11760,997,99900,337959,101652,33325,1379,71131,1396,81070,304925
63300,Cuza Voda,34164,329683,11220,998,100642,334405,96451,34863,1380,66600,1397,65934,301262
63318,Saligny,162729,327988,11623,999,103083,334000,99409,37282,1381,85182,1398,66415,300792
63326,Gradina,33400,327988,11770,1000,100200,338959,101941,33425,1382,71331,1399,81268,305825
63334,Fantanele,34264,330665,11230,1001,100942,335405,96740,34963,1383,66800,1400,66132,302162
63394,Municipiul Sfantu Gheorghe,162829,328970,11633,1002,103383,335000,99698,37382,1384,85382,1401,66613,301692
63447,Oras Baraolt,33500,328970,11780,1003,100500,339959,102230,33525,1385,71531,1402,81466,306725
63526,Oras Covasna,34364,331647,11240,1004,101242,336405,97029,35063,1386,67000,1403,66330,303062
63553,Comandau,162929,329952,11643,1005,103683,336000,99987,37482,1387,85582,1404,66811,302592
63580,Oras Intorsura Buzaului,33600,329952,11790,1006,100800,340959,102519,33625,1388,71731,1405,81664,307625
63633,Barcani,34464,332629,11250,1007,101542,337405,97318,35163,1389,67200,1406,66528,303962
63688,Sita Buzaului,163029,330934,11653,1008,103983,337000,100276,37582,1390,85782,1407,67009,303492
63740,Municipiul Targu Secuiesc,33700,330934,11800,1009,101100,341959,102808,33725,1391,71931,1408,81862,308525
63777,Aita Mare,34564,333611,11260,1010,101842,338405,97607,35263,1392,67400,1409,66726,304862
63802,Batani,163129,331916,11663,1011,104283,338000,100565,37682,1393,85982,1410,67207,304392
63866,Belin,33800,331916,11810,1012,101400,342959,103097,33825,1394,72131,1411,82060,309425
63893,Bodoc,34664,334593,11270,1013,102142,339405,97896,35363,1395,67600,1412,66924,305762
63937,Borosneu Mare,163229,332898,11673,1014,104583,339000,100854,37782,1396,86182,1413,67405,305292
64005,Brates,33900,332898,11820,1015,101700,343959,103386,33925,1397,72331,1414,82258,310325
64041,Bradut,34764,335575,11280,1016,102442,340405,98185,35463,1398,67800,1415,67122,306662
64096,Bretcu,163329,333880,11683,1017,104883,340000,101143,37882,1399,86382,1416,67603,306192
64130,Catalina,34000,333880,11830,1018,102000,344959,103675,34025,1400,72531,1417,82456,311225
64194,Cernat,34864,336557,11290,1019,102742,341405,98474,35563,1401,68000,1418,67320,307562
64238,Chichis,163429,334862,11693,1020,105183,341000,101432,37982,1402,86582,1419,67801,307092
64265,Dobarlau,34100,334862,11840,1021,102300,345959,103964,34125,1403,72731,1420,82654,312125
64318,Ghelinta,34964,337539,11300,1022,103042,342405,98763,35663,1404,68200,1421,67518,308462
64345,Ghidfalau,163529,335844,11703,1023,105483,342000,101721,38082,1405,86782,1422,67999,307992
64390,Haghig,34200,335844,11850,1024,102600,346959,104253,34225,1406,72931,1423,82852,313025
64425,Ilieni,35064,338521,11310,1025,103342,343405,99052,35763,1407,68400,1424,67716,309362
64461,Lemnia,163629,336826,11713,1026,105783,343000,102010,38182,1408,86982,1425,68197,308892
64504,Malnas,34300,336826,11860,1027,102900,347959,104542,34325,1409,73131,1426,83050,313925
64568,Moacsa,35164,339503,11320,1028,103642,344405,99341,35863,1410,68600,1427,67914,310262
64602,Ojdula,163729,337808,11723,1029,106083,344000,102299,38282,1411,87182,1428,68395,309792
64639,Ozun,34400,337808,11870,1030,103200,348959,104831,34425,1412,73331,1429,83248,314825
64719,Poian,35264,340485,11330,1031,103942,345405,99630,35963,1413,68800,1430,68112,311162
64773,Reci,163829,338790,11733,1032,106383,345000,102588,38382,1414,87382,1431,68593,310692
64826,Sanzieni,34500,338790,11880,1033,103500,349959,105120,34525,1415,73531,1432,83446,315725
64871,Turia,35364,341467,11340,1034,104242,346405,99919,36063,1416,69000,1433,68310,312062
64906,Valea Crisului,163929,339772,11743,1035,106683,346000,102877,38482,1417,87582,1434,68791,311592
64942,Valcele,34600,339772,11890,1036,103800,350959,105409,34625,1418,73731,1435,83644,316625
64997,Varghis,35464,342449,11350,1037,104542,347405,100208,36163,1419,69200,1436,68508,312962
65011,Zagon,164029,340754,11753,1038,106983,347000,103166,38582,1420,87782,1437,68989,312492
65048,Zabala,34700,340754,11900,1039,104100,351959,105698,34725,1421,73931,1438,83842,317525
65099,Valea Mare,35564,343431,11360,1040,104842,348405,100497,36263,1422,69400,1439,68706,313862
65105,Mereni,164129,341736,11763,1041,107283,348000,103455,38682,1423,87982,1440,69187,313392
65113,Arcus,34800,341736,11910,1042,104400,352959,105987,34825,1424,74131,1441,84040,318425
65121,Bixad,35664,344413,11370,1043,105142,349405,100786,36363,1425,69600,1442,68904,314762
65139,Micfalau,164229,342718,11773,1044,107583,349000,103744,38782,1426,88182,1443,69385,314292
65147,Dalnic,34900,342718,11920,1045,104700,353959,106276,34925,1427,74331,1444,84238,319325
65154,Estelnic,35764,345395,11380,1046,105442,350405,101075,36463,1428,69800,1445,69102,315662
65342,Municipiul Targoviste,164329,343700,11783,1047,107883,350000,104033,38882,1429,88382,1446,69583,315192
65379,Aninoasa,35000,343700,11930,1048,105000,354959,106565,35025,1430,74531,1447,84436,320225
65413,Doicesti,35864,346377,11390,1049,105742,351405,101364,36563,1431,70000,1448,69300,316562
65431,Razvad,164429,344682,11793,1050,108183,351000,104322,38982,1432,88582,1449,69781,316092
65477,Sotanga,35100,344682,11940,1051,105300,355959,106854,35125,1433,74731,1450,84634,321125
65501,Ulmi,35964,347359,11400,1052,106042,352405,101653,36663,1434,70200,1451,69498,317462
65609,Oras Fieni,164529,345664,11803,1053,108483,352000,104611,39082,1435,88782,1452,69979,316992
65645,Motaieni,35200,345664,11950,1054,105600,356959,107143,35225,1436,74931,1453,84832,322025
65681,Oras Gaesti,36064,348341,11410,1055,106342,353405,101942,36763,1437,70400,1454,69696,318362
65707,Gura Foii,164629,346646,11813,1056,108783,353000,104900,39182,1438,88982,1455,70177,317892
65752,Petresti,35300,346646,11960,1057,105900,357959,107432,35325,1439,75131,1456,85030,322925
65841,Municipiul Moreni,36164,349323,11420,1058,106642,354405,102231,36863,1440,70600,1457,69894,319262
65869,Iedera,164729,347628,11823,1059,109083,354000,105189,39282,1441,89182,1458,70375,318792
65921,Oras Pucioasa,35400,347628,11970,1060,106200,358959,107721,35425,1442,75331,1459,85228,323825
66009,Branesti,36264,350305,11430,1061,106942,355405,102520,36963,1443,70800,1460,70092,320162
66081,Oras Titu,164829,348610,11833,1062,109383,355000,105478,39382,1444,89382,1461,70573,319692
66152,Branistea,35500,348610,11980,1063,106500,359959,108010,35525,1445,75531,1462,85426,324725
66198,Baleni,36364,351287,11440,1064,107242,356405,102809,37063,1446,71000,1463,70290,321062
66223,Barbuletu,164929,349592,11843,1065,109683,356000,105767,39482,1447,89582,1464,70771,320592
66330,Bezdead,35600,349592,11990,1066,106800,360959,108299,35625,1448,75731,1465,85624,325625
66401,Bilciuresti,36464,352269,11450,1067,107542,357405,103098,37163,1449,71200,1466,70488,321962
66438,Buciumeni,165029,350574,11853,1068,109983,357000,106056,39582,1450,89782,1467,70969,321492
66474,Bucsani,35700,350574,12000,1069,107100,361959,108588,35725,1451,75931,1468,85822,326525
66526,Candesti,36564,353251,11460,1070,107842,358405,103387,37263,1452,71400,1469,70686,322862
66580,Cobia,165129,351556,11863,1071,110283,358000,106345,39682,1453,89982,1470,71167,322392
66697,Cojasca,35800,351556,12010,1072,107400,362959,108877,35825,1454,76131,1471,86020,327425
66731,Comisani,36664,354233,11470,1073,108142,359405,103676,37363,1455,71600,1472,70884,323762
66768,Contesti,165229,352538,11873,1074,110583,359000,106634,39782,1456,90182,1473,71365,323292
66857,Corbii Mari,35900,352538,12020,1075,107700,363959,109166,35925,1457,76331,1474,86218,328325
66955,Cornatelu,36764,355215,11480,1076,108442,360405,103965,37463,1458,71800,1475,71082,324662
67014,Cornesti,165329,353520,11883,1077,110883,360000,106923,39882,1459,90382,1476,71563,324192
67121,Costestii Din Vale,36000,353520,12030,1078,108000,364959,109455,36025,1460,76531,1477,86416,329225
67167,Crangurile,36864,356197,11490,1079,108742,361405,104254,37563,1461,72000,1478,71280,325562
67256,Darmanesti,165429,354502,11893,1080,111183,361000,107212,39982,1462,90582,1479,71761,325092
67292,Dobra,36100,354502,12040,1081,108300,365959,109744,36125,1463,76731,1480,86614,330125
67327,Dragodana,36964,357179,11500,1082,109042,362405,104543,37663,1464,72200,1481,71478,326462
67407,Dragomiresti,165529,355484,11903,1083,111483,362000,107501,40082,1465,90782,1482,71959,325992
67470,Finta,36200,355484,12050,1084,108600,366959,110033,36225,1466,76931,1483,86812,331025
67522,Glodeni,37064,358161,11510,1085,109342,363405,104832,37763,1467,72400,1484,71676,327362
67595,Gura Ocnitei,165629,356466,11913,1086,111783,363000,107790,40182,1468,90982,1485,72157,326892
67648,Gura Sutii,36300,356466,12060,1087,108900,367959,110322,36325,1469,77131,1486,87010,331925
67675,Hulubesti,37164,359143,11520,1088,109642,364405,105121,37863,1470,72600,1487,71874,328262
67737,I. L. Caragiale,165729,357448,11923,1089,112083,364000,108079,40282,1471,91182,1488,72355,327792
67773,Lucieni,36400,357448,12070,1090,109200,368959,110611,36425,1472,77331,1489,87208,332825
67835,Ludesti,37264,360125,11530,1091,109942,365405,105410,37963,1473,72800,1490,72072,329162
67906,Lunguletu,165829,358430,11933,1092,112383,365000,108368,40382,1474,91382,1491,72553,328692
67942,Malu Cu Flori,36500,358430,12080,1093,109500,369959,110900,36525,1475,77531,1492,87406,333725
68002,Manesti,37364,361107,11540,1094,110242,366405,105699,38063,1476,73000,1493,72270,330062
68048,Matasaru,165929,359412,11943,1095,112683,366000,108657,40482,1477,91582,1494,72751,329592
68128,Mogosani,36600,359412,12090,1096,109800,370959,111189,36625,1478,77731,1495,87604,334625
68182,Moroeni,37464,362089,11550,1097,110542,367405,105988,38163,1479,73200,1496,72468,330962
68253,Morteni,166029,360394,11953,1098,112983,367000,108946,40582,1480,91782,1497,72949,330492
68280,Nucet,36700,360394,12100,1099,110100,371959,111478,36725,1481,77931,1498,87802,335525
68324,Ocnita,37564,363071,11560,1100,110842,368405,106277,38263,1482,73400,1499,72666,331862
68342,Odobesti,166129,361376,11963,1101,113283,368000,109235,40682,1483,91982,1500,73147,331392
68404,Pietrosita,36800,361376,12110,1102,110400,372959,111767,36825,1484,78131,1501,88000,336425
68431,Poiana,37664,364053,11570,1103,111142,369405,106566,38363,1485,73600,1502,72864,332762
68468,Potlogi,166229,362358,11973,1104,113583,369000,109524,40782,1486,92182,1503,73345,332292
68529,Produlesti,36900,362358,12120,1105,110700,373959,112056,36925,1487,78331,1504,88198,337325
68565,Pucheni,37764,365035,11580,1106,111442,370405,106855,38463,1488,73800,1505,73062,333662
68627,Oras Racari,166329,363340,11983,1107,113883,370000,109813,40882,1489,92382,1506,73543,333192
68716,Runcu,37000,363340,12130,1108,111000,374959,112345,37025,1490,78531,1507,88396,338225
68789,Salcioara,37864,366017,11590,1109,111742,371405,107144,38563,1491,74000,1508,73260,334562
68887,Selaru,166429,364322,11993,1110,114183,371000,110102,40982,1492,92582,1509,73741,334092
68921,Tatarani,37100,364322,12140,1111,111300,375959,112634,37125,1493,78731,1510,88594,339125
68976,Uliesti,37964,366999,11600,1112,112042,372405,107433,38663,1494,74200,1511,73458,335462
69063,Valea Lunga,166529,365304,12003,1113,114483,372000,110391,41082,1495,92782,1512,73939,334992
69170,Valea Mare,37200,365304,12150,1114,111600,376959,112923,37225,1496,78931,1513,88792,340025
69250,Vacaresti,38064,367981,11610,1115,112342,373405,107722,38763,1497,74400,1514,73656,336362
69303,Valeni-Dambovita,166629,366286,12013,1116,114783,373000,110680,41182,1498,92982,1515,74137,335892
69330,Visina,37300,366286,12160,1117,111900,377959,113212,37325,1499,79131,1516,88990,340925
69394,Visinesti,38164,368963,11620,1118,112642,374405,108011,38863,1500,74600,1517,73854,337262
69447,Varfuri,166729,367268,12023,1119,115083,374000,110969,41282,1501,93182,1518,74335,336792
69526,Voinesti,37400,367268,12170,1120,112200,378959,113501,37425,1502,79331,1519,89188,341825
69615,Vulcana-Bai,38264,369945,11630,1121,112942,375405,108300,38963,1503,74800,1520,74052,338162
69900,Municipiul Craiova,166829,368250,12033,1122,115383,375000,111258,41382,1504,93382,1521,74533,337692
69964,Bucovat,37500,368250,12180,1123,112500,379959,113790,37525,1505,79531,1522,89386,342725
70094,Isalnita,38364,370927,11640,1124,113242,376405,108589,39063,1506,75000,1523,74250,339062
70110,Podari,166929,369232,12043,1125,115683,376000,111547,41482,1507,93582,1524,74731,338592
70174,Simnicu De Sus,37600,369232,12190,1126,112800,380959,114079,37625,1508,79731,1525,89584,343625
70316,Municipiul Bailesti,38464,371909,11650,1127,113542,377405,108878,39163,1509,75200,1526,74448,339962
70352,Municipiul Calafat,167029,370214,12053,1128,115983,377000,111836,41582,1510,93782,1527,74929,339492
70414,Oras Filiasi,37700,370214,12200,1129,113100,381959,114368,37725,1511,79931,1528,89782,344525
70502,Oras Segarcea,38564,372891,11660,1130,113842,378405,109167,39263,1512,75400,1529,74646,340862
70520,Afumati,167129,371196,12063,1131,116283,378000,112125,41682,1513,93982,1530,75127,340392
70566,Almaj,37800,371196,12210,1132,113400,382959,114657,37825,1514,80131,1531,89980,345425
70637,Amarastii De Jos,38664,373873,11670,1133,114142,379405,109456,39363,1515,75600,1532,74844,341762
70673,Amarastii De Sus,167229,372178,12073,1134,116583,379000,112414,41782,1516,94182,1533,75325,341292
70726,Apele Vii,37900,372178,12220,1135,113700,383959,114946,37925,1517,80331,1534,90178,346325
70744,Argetoaia,38764,374855,11680,1136,114442,380405,109745,39463,1518,75800,1535,75042,342662
70879,Oras Bechet,167329,373160,12083,1137,116883,380000,112703,41882,1519,94382,1536,75523,342192
70897,Bistret,38000,373160,12230,1138,114000,384959,115235,38025,1520,80531,1537,90376,347225
70940,Barca,38864,375837,11690,1139,114742,381405,110034,39563,1521,76000,1538,75240,343562
70968,Botosesti-Paia,167429,374142,12093,1140,117183,381000,112992,41982,1522,94582,1539,75721,343092
70986,Brabova,38100,374142,12240,1141,114300,385959,115524,38125,1523,80731,1540,90574,348125
71055,Bradesti,38964,376819,11700,1142,115042,382405,110323,39663,1524,76200,1541,75438,344462
71126,Bralostita,167529,375124,12103,1143,117483,382000,113281,42082,1525,94782,1542,75919,343992
71199,Bratovoesti,38200,375124,12250,1144,114600,386959,115813,38225,1526,80931,1543,90772,349025
71260,Breasta,39064,377801,11710,1145,115342,383405,110612,39763,1527,76400,1544,75636,345362
71340,Bulzesti,167629,376106,12113,1146,117783,383000,113570,42182,1528,94982,1545,76117,344892
71457,Calopar,38300,376106,12260,1147,114900,387959,116102,38325,1529,81131,1546,90970,349925
71518,Caraula,39164,378783,11720,1148,115642,384405,110901,39863,1530,76600,1547,75834,346262
71536,Carpen,167729,377088,12123,1149,118083,384000,113859,42282,1531,95182,1548,76315,345792
71572,Castranova,38400,377088,12270,1150,115200,388959,116391,38425,1532,81331,1549,91168,350825
71607,Calarasi,39264,379765,11730,1151,115942,385405,111190,39963,1533,76800,1550,76032,347162
71634,Celaru,167829,378070,12133,1152,118383,385000,114148,42382,1534,95382,1551,76513,346692
71698,Cerat,38500,378070,12280,1153,115500,389959,116680,38525,1535,81531,1552,91366,351725
71723,Cernatesti,39364,380747,11740,1154,116242,386405,111479,40063,1536,77000,1553,76230,348062
71787,Cetate,167929,379052,12143,1155,118683,386000,114437,42482,1537,95582,1554,76711,347592
71812,Cioroiasi,38600,379052,12290,1156,115800,390959,116969,38625,1538,81731,1555,91564,352625
71858,Ciupercenii Noi,39464,381729,11750,1157,116542,387405,111768,40163,1539,77200,1556,76428,348962
71885,Cosoveni,168029,380034,12153,1158,118983,387000,114726,42582,1540,95782,1557,76909,348492
71910,Cotofenii Din Dos,38700,380034,12300,1159,116100,391959,117258,38725,1541,81931,1558,91762,353525
71956,Daneti,39564,382711,11760,1160,116842,388405,112057,40263,1542,77400,1559,76626,349862
72007,Oras Dabuleni,168129,381016,12163,1161,119283,388000,115015,42682,1543,95982,1560,77107,349392
72034,Desa,38800,381016,12310,1162,116400,392959,117547,38825,1544,82131,1561,91960,354425
72052,Diosti,39664,383693,11770,1163,117142,389405,112346,40363,1545,77600,1562,76824,350762
72098,Dobresti,168229,381998,12173,1164,119583,389000,115304,42782,1546,96182,1563,77305,350292
72150,Dragotesti,38900,381998,12320,1165,116700,393959,117836,38925,1547,82331,1564,92158,355325
72221,Dranic,39764,384675,11780,1166,117442,390405,112635,40463,1548,77800,1565,77022,351662
72276,Farcas,168329,382980,12183,1167,119883,390000,115593,42882,1549,96382,1566,77503,351192
72383,Galicea Mare,39000,382980,12330,1168,117000,394959,118125,39025,1550,82531,1567,92356,356225
72409,Ghercesti,39864,385657,11790,1169,117742,391405,112924,40563,1551,78000,1568,77220,352562
72463,Gighera,168429,383962,12193,1170,120183,391000,115882,42982,1552,96582,1569,77701,352092
72506,Giubega,39100,383962,12340,1171,117300,395959,118414,39125,1553,82731,1570,92554,357125
72533,Giurgita,39964,386639,11800,1172,118042,392405,113213,40663,1554,78200,1571,77418,353462
72579,Gangiova,168529,384944,12203,1173,120483,392000,116171,43082,1555,96782,1572,77899,352992
72604,Gogosu,39200,384944,12350,1174,117600,396959,118703,39225,1556,82931,1573,92752,358025
72640,Goicea,40064,387621,11810,1175,118342,393405,113502,40763,1557,78400,1574,77616,354362
72677,Goiesti,168629,385926,12213,1176,120783,393000,116460,43182,1558,96982,1575,78097,353892
72819,Grecesti,39300,385926,12360,1177,117900,397959,118992,39325,1559,83131,1576,92950,358925
72882,Izvoare,40164,388603,11820,1178,118642,394405,113791,40863,1560,78600,1577,77814,355262
72926,Leu,168729,386908,12223,1179,121083,394000,116749,43282,1561,97182,1578,78295,354792
72953,Lipovu,39400,386908,12370,1180,118200,398959,119281,39425,1562,83331,1579,93148,359825
